MONTH,HB_水产品,类别,JCMC_水产品,SQ_水产品,TB_水产品,BQ_水产品,MONTH,类别,JKMC_肉类,HB_肉类,SQ_肉类,TB_肉类,BQ_肉类,MONTH,HB_蔬菜,类别,JCMC,SQ_蔬菜,TB_蔬菜,BQ_蔬菜
2020/10/2,-0.03,水产品,草鱼,8.81,-0.024,8.55,2019/8/1,肉蛋奶,牛肉,0.041201,43.34,0.039023,45.12,2019/1/1,-0.049163,蔬菜,西芹,4.07,-0.005638,3.87
2021/1/2,0.009,水产品,带鱼,33.65,-0.066,33.95,2019/8/1,肉蛋奶,白条鸡,0.052257,18.24,0.092581,19.19,2019/1/1,0.162921,蔬菜,丝瓜,5.61,-0.002761,6.52
2021/1/2,0.032,水产品,大头鱼,10.1,-0.033,10.43,2019/8/1,肉蛋奶,鸡蛋,0.048817,6.13,0.106954,6.43,2019/1/1,0.054932,蔬菜,莴笋,3.24,-0.069936,3.42
2021/1/2,0.001,水产品,草鱼,8.5,-0.067,8.51,2019/9/1,肉蛋奶,猪肉,0.208452,23.43,0.597261,28.32,2019/1/1,0.013574,蔬菜,西洋菜,5.03,0.135968,5.09
2021/2/4,0.004,水产品,带鱼,33.95,-0.103,34.09,2019/9/1,肉蛋奶,其中:精瘦肉,0.257681,23.34,0.764683,29.36,2019/1/1,0.063203,蔬菜,芥菜,3.68,0.070644,3.91
2021/2/4,0.048,水产品,大头鱼,10.43,-0.054,10.93,2019/9/1,肉蛋奶,     肋排骨,0.18584,32.94,0.491851,39.06,2019/1/1,0.132613,蔬菜,通心菜,4.81,-0.034008,5.45
2021/2/4,0.095,水产品,草鱼,8.51,-0.02,9.32,2019/9/1,肉蛋奶,牛肉,0.040801,45.12,0.079304,46.97,2019/1/1,0.073322,蔬菜,芥兰,4.75,0.031767,5.1
2021/3/2,-0.064,水产品,带鱼,34.09,-0.055,31.92,2019/9/1,肉蛋奶,白条鸡,0.081749,19.19,0.162768,20.76,2019/1/1,0.083071,蔬菜,南瓜,2.13,-0.115431,2.3
2021/3/2,-0.081,水产品,大头鱼,10.93,-0.087,10.04,2019/9/1,肉蛋奶,鸡蛋,0.057694,6.43,0.110658,6.81,2019/1/1,0.023057,蔬菜,莲藕,4.83,0.013564,4.94
2021/3/2,0.011,水产品,草鱼,9.32,0.059,9.42,2019/10/7,肉蛋奶,猪肉,0.12,28.32,0.75,31.64,2019/1/1,0.048123,蔬菜,奶白菜,4.55,0.078184,4.76
2021/4/6,-0.068,水产品,带鱼,31.92,-0.124,29.75,2019/10/7,肉蛋奶,其中:精瘦肉,0.08,29.36,0.82,31.68,2019/1/1,0.259673,蔬菜,苦瓜,5.03,0.144027,6.34
2021/4/6,0.001,水产品,大头鱼,10.04,-0.095,10.05,2019/10/7,肉蛋奶,     肋排骨,0.08,39.06,0.56,42,2019/2/1,0.312644,蔬菜,莲藕,4.94,0.051256,6.49
2021/4/6,0.034,水产品,草鱼,9.42,0.114,9.75,2019/10/7,肉蛋奶,牛肉,0.04,46.97,0.12,48.61,2019/2/1,0.092794,蔬菜,奶白菜,4.76,-0.026791,5.21
2021/5/23,0.04,水产品,带鱼,29.75,-0.101,30.92,2019/10/7,肉蛋奶,白条鸡,-0.01,20.76,0.18,20.57,2019/2/1,0.054157,蔬菜,苦瓜,6.34,0.008732,6.68
2021/5/23,0.062,水产品,大头鱼,10.05,-0.022,10.67,2019/10/7,肉蛋奶,鸡蛋,-0.01,6.8,0.1,6.76,2019/3/1,0.002666,蔬菜,生姜,7.19,0.006166,7.21
2021/5/23,0.092,水产品,草鱼,9.75,0.197,10.65,2019/11/9,肉蛋奶,猪肉,0.146,31.64,1.013,36.25,2019/3/1,0.109594,蔬菜,蒜头,6.01,0.027943,6.66
2021/7/4,0.007,水产品,活鲤鱼,11.17,0.062,11.24,2019/11/9,肉蛋奶,精瘦肉,0.138,31.68,1.174,36.05,2018/8/1,-0.004995,蔬菜,生姜,7.05,0.016533,7.01
2021/7/4,-0.008,水产品,活福寿鱼,9.14,-0.085,9.07,2019/11/9,肉蛋奶,     肋排骨,0.045,42,0.593,43.91,2018/8/1,0.004009,蔬菜,蒜头,5.44,-0.210535,5.46
2021/7/4,-0.024,水产品,活草鱼,10.65,0.214,10.39,2019/11/9,肉蛋奶,牛肉,-0.008,48.61,0.117,48.24,2018/8/1,0.002241,蔬菜,大白菜,2.67,0.051422,2.67
2021/7/4,-0.001,水产品,活大头鱼,10.67,-0.002,10.66,2019/11/9,肉蛋奶,白条鸡,0.01,20.57,0.2,20.78,2018/8/1,0.007142,蔬菜,卷心菜,2.81,0.04342,2.83
2021/7/4,0.057,水产品,冰鲜带鱼,30.92,-0.047,32.68,2019/11/9,肉蛋奶,鸡蛋,0.034,6.77,0.15,6.99,2018/8/1,0.048376,蔬菜,菠菜,7.6,0.08982,7.97
2021/7/4,-0.009,水产品,冰鲜黄花鱼,21.43,-0.107,21.24,2020/2/27,肉蛋奶,猪肉,0.093,37.41,1.202,40.87,2018/8/1,0.048111,蔬菜,上海青,3.92,-0.105437,4.11
2021/7/4,0.016,水产品,冰鲜红三鱼,39.01,-0.064,39.65,2020/2/27,肉蛋奶,其中:精瘦肉,0.071,37.65,1.23,40.31,2018/8/1,0.127899,蔬菜,芹菜,6,-0.000788,6.77
2021/7/4,-0.101,水产品,活基围虾,45.26,-0.064,40.71,2020/2/27,肉蛋奶,     肋排骨,0.134,45.52,0.864,51.63,2018/8/1,0.004086,蔬菜,韭菜,4.06,-0.109229,4.08
2021/7/4,-0.013,水产品,活鲤鱼,11.24,0.048,11.1,2020/2/27,肉蛋奶,牛肉,0.12,50.57,0.132,56.63,2018/8/1,0.094177,蔬菜,油麦菜,3.85,-0.054301,4.22
2021/7/4,-0.016,水产品,活福寿鱼,9.07,0.005,8.93,2020/2/27,肉蛋奶,白条鸡,0.081,20.24,0.166,21.89,2018/8/1,0.040515,蔬菜,菜心,5.46,0.024777,5.68
2021/7/4,-0.035,水产品,活草鱼,10.39,0.134,10.02,2020/2/27,肉蛋奶,鸡蛋,-0.018,6.89,0.129,6.77,2018/8/1,0.048597,蔬菜,生菜,3.79,-0.198483,3.97
2021/7/4,-0.042,水产品,活大头鱼,10.66,0.002,10.21,2020/4/8,肉蛋奶,猪肉,0.018,36.29,1.076,36.94,2018/8/1,0.030575,蔬菜,蒜苗,6.16,-0.006529,6.35
2021/7/4,0.07,水产品,冰鲜带鱼,32.68,0.014,34.95,2020/4/8,肉蛋奶,其中:精瘦肉,0.01,35.11,1.106,35.46,2018/8/1,-0.006566,蔬菜,冬瓜,2.1,0.013483,2.09
2021/7/4,0.049,水产品,冰鲜黄花鱼,21.24,-0.053,22.28,2020/4/8,肉蛋奶,     肋排骨,-0.018,45.17,0.682,44.34,2018/8/1,0.180046,蔬菜,黄瓜,3.57,0.116884,4.21
2021/7/4,-0.021,水产品,冰鲜红三鱼,39.65,-0.077,38.8,2020/4/8,肉蛋奶,牛肉,0.04,48.79,0.143,50.72,2018/8/1,-0.025156,蔬菜,西红柿,4.3,-0.140656,4.19
2021/7/4,-0.109,水产品,活基围虾,40.71,-0.123,36.28,2020/4/8,肉蛋奶,白条鸡,0.021,20.94,0.126,21.39,2018/8/1,-0.036521,蔬菜,茄子,3.54,-0.085371,3.41
,,,,,,,2020/4/8,肉蛋奶,鸡蛋,0.049,6.35,0.202,6.66,2018/8/1,0.159839,蔬菜,白萝卜,2.08,0.046738,2.41
,,,,,,,2020/5/2,肉蛋奶,猪肉,-0.043,36.94,1.01,35.34,2018/8/1,0.012504,蔬菜,胡萝卜,3.32,-0.035357,3.36
,,,,,,,2020/5/2,肉蛋奶,其中:精瘦肉,-0.06,35.46,0.981,33.33,2018/8/1,-0.020325,蔬菜,尖椒,4.19,-0.022245,4.1
,,,,,,,2020/5/2,肉蛋奶,     肋排骨,-0.035,44.34,0.619,42.77,2018/8/1,-0.013083,蔬菜,青圆椒,5.31,0.091575,5.24
,,,,,,,2020/5/2,肉蛋奶,牛肉,-0.018,50.72,0.155,49.82,2018/8/1,-0.052323,蔬菜,豆角,5.05,-0.047115,4.78
,,,,,,,2020/5/2,肉蛋奶,白条鸡,-0.007,21.39,0.124,21.24,2018/8/1,-0.015203,蔬菜,白花菜,6.08,0.141195,5.99
,,,,,,,2020/5/2,肉蛋奶,鸡蛋,-0.031,6.66,0.085,6.46,2018/8/1,0.026857,蔬菜,土豆,3.07,0.058699,3.15
,,,,,,,2020/8/3,肉蛋奶,猪肉,0.019,35.54,0.545,36.2,2018/8/1,0.005113,蔬菜,西芹,4.82,-0.028131,4.85
,,,,,,,2020/8/3,肉蛋奶,其中:精瘦肉,0.035,33.96,0.506,35.16,2018/8/1,0.084149,蔬菜,丝瓜,4.99,-0.075832,5.41
,,,,,,,2020/8/3,肉蛋奶,     肋排骨,0.038,42.35,0.334,43.94,2018/8/1,0.114369,蔬菜,莴笋,3.53,-0.051864,3.93
,,,,,,,2020/8/3,肉蛋奶,牛肉,-0.022,49.54,0.074,48.46,2018/8/1,-0.065576,蔬菜,西洋菜,6.06,-0.011291,5.66
,,,,,,,2020/8/3,肉蛋奶,白条鸡,0.005,18.54,-0.029,18.63,2018/8/1,0.025681,蔬菜,芥菜,4.51,-0.049901,4.63
,,,,,,,2020/8/3,肉蛋奶,鸡蛋,-0.008,5.12,-0.211,5.08,2018/8/1,0.031691,蔬菜,通心菜,3.73,-0.018207,3.85
,,,,,,,2020/10/2,肉蛋奶,猪肉,-0.021,36.2,0.251,35.43,2018/8/1,0.053014,蔬菜,芥兰,5.15,0.023708,5.43
,,,,,,,2020/10/2,肉蛋奶,其中:精瘦肉,-0.022,35.16,0.171,34.38,2018/8/1,0.021656,蔬菜,南瓜,2.22,0.015013,2.26
,,,,,,,2020/10/2,肉蛋奶,肋排骨,-0.015,43.94,0.109,43.3,2018/8/1,-0.09569,蔬菜,莲藕,5.46,-0.087234,4.93
,,,,,,,2020/10/2,肉蛋奶,牛肉,0.002,48.46,0.034,48.55,2018/8/1,0.017949,蔬菜,奶白菜,4.88,0.038032,4.97
,,,,,,,2020/10/2,肉蛋奶,白条鸡,0.029,18.63,-0.076,19.18,2018/8/1,0.010063,蔬菜,苦瓜,3.89,-0.162476,3.93
,,,,,,,2020/10/2,肉蛋奶,鸡蛋,0.018,5.08,-0.24,5.17,2018/9/1,0.028411,蔬菜,生姜,7.01,-0.056981,7.21
,,,,,,,2021/1/2,肉蛋奶,猪肉,0.049,32.96,-0.076,34.57,2018/9/1,0.087378,蔬菜,蒜头,5.46,-0.149792,5.94
,,,,,,,2021/1/2,肉蛋奶,精瘦肉,0.044,31.61,-0.124,32.98,2018/9/1,0.209286,蔬菜,大白菜,2.67,0.269503,3.23
,,,,,,,2021/1/2,肉蛋奶,肋排骨,0.06,39.93,-0.071,42.31,2018/9/1,0.11943,蔬菜,卷心菜,2.83,0.081585,3.17
,,,,,,,2021/1/2,肉蛋奶,牛肉,-0.023,53.24,0.029,52.03,2018/9/1,0.07286,蔬菜,菠菜,7.97,-0.024902,8.55
,,,,,,,2021/1/2,肉蛋奶,白条鸡,-0.023,19.36,-0.066,18.91,2018/9/1,0.317691,蔬菜,上海青,4.11,0.125957,5.42
,,,,,,,2021/1/2,肉蛋奶,鸡蛋,0.068,5.14,-0.203,5.49,2018/9/1,0.240877,蔬菜,芹菜,6.77,0.007009,8.4
,,,,,,,2021/2/4,肉蛋奶,猪肉,0.019,34.57,-0.138,35.23,2018/9/1,0.333264,蔬菜,韭菜,4.08,0.180558,5.43
,,,,,,,2021/2/4,肉蛋奶,其中:精瘦肉,0.032,32.98,-0.156,34.03,2018/9/1,0.313151,蔬菜,油麦菜,4.22,0.140409,5.54
,,,,,,,2021/2/4,肉蛋奶,肋排骨,0.043,42.31,-0.145,44.12,2018/9/1,0.219465,蔬菜,菜心,5.68,0.270956,6.93
,,,,,,,2021/2/4,肉蛋奶,牛肉,0.013,52.03,-0.069,52.74,2018/9/1,0.414813,蔬菜,生菜,3.97,0.167694,5.62
,,,,,,,2021/2/4,肉蛋奶,白条鸡,0.048,18.91,-0.095,19.81,2018/9/1,0.110616,蔬菜,蒜苗,6.35,0.089484,7.05
,,,,,,,2021/2/4,肉蛋奶,鸡蛋,0.105,5.49,-0.103,6.07,2018/9/1,0.050177,蔬菜,冬瓜,2.09,0.036999,2.19
,,,,,,,2021/3/2,肉蛋奶,猪肉,-0.1,35.23,-0.179,31.71,2018/9/1,0.186323,蔬菜,黄瓜,4.21,0.358584,5
,,,,,,,2021/3/2,肉蛋奶,其中:精瘦肉,-0.102,34.03,-0.182,30.54,2018/9/1,0.385254,蔬菜,西红柿,4.19,0.176471,5.8
,,,,,,,2021/3/2,肉蛋奶,肋排骨,-0.085,44.12,-0.16,40.39,2018/9/1,0.261948,蔬菜,茄子,3.41,0.078592,4.3
,,,,,,,2021/3/2,肉蛋奶,牛肉,0.004,52.74,0.019,52.92,2018/9/1,0.043211,蔬菜,白萝卜,2.41,-0.004232,2.52
,,,,,,,2021/3/2,肉蛋奶,白条鸡,-0.047,19.81,-0.153,18.87,2018/9/1,0.058101,蔬菜,胡萝卜,3.36,0.07157,3.55
,,,,,,,2021/3/2,肉蛋奶,鸡蛋,-0.066,6.07,-0.16,5.67,2018/9/1,0.283517,蔬菜,尖椒,4.1,0.224167,5.27
,,,,,,,2021/4/6,肉蛋奶,猪肉,-0.047,31.71,-0.182,30.23,2018/9/1,0.299921,蔬菜,青圆椒,5.24,0.336605,6.81
,,,,,,,2021/4/6,肉蛋奶,其中:精瘦肉,-0.07,30.54,-0.199,28.42,2018/9/1,0.234338,蔬菜,豆角,4.78,0.144266,5.91
,,,,,,,2021/4/6,肉蛋奶,肋排骨,-0.022,40.39,-0.109,39.5,2018/9/1,0.097545,蔬菜,白花菜,5.99,0.166075,6.57
,,,,,,,2021/4/6,肉蛋奶,牛肉,-0.038,52.92,0.004,50.92,2018/9/1,0.110837,蔬菜,土豆,3.15,0.174003,3.5
,,,,,,,2021/4/6,肉蛋奶,白条鸡,-0.007,18.87,-0.124,18.74,2018/9/1,0.141539,蔬菜,西芹,4.85,0.228312,5.53
,,,,,,,2021/4/6,肉蛋奶,鸡蛋,-0.004,5.67,-0.152,5.65,2018/9/1,0.258776,蔬菜,丝瓜,5.41,0.154602,6.82
,,,,,,,2021/5/23,肉蛋奶,猪肉,-0.059,30.23,-0.195,28.43,2018/9/1,0.13131,蔬菜,莴笋,3.93,0.027596,4.45
,,,,,,,2021/5/23,肉蛋奶,其中:精瘦肉,-0.056,28.42,-0.195,26.83,2018/9/1,0.119007,蔬菜,西洋菜,5.66,0.062322,6.34
,,,,,,,2021/5/23,肉蛋奶,肋排骨,-0.057,39.5,-0.129,37.25,2018/9/1,0.143089,蔬菜,芥菜,4.63,0.089735,5.29
,,,,,,,2021/5/23,肉蛋奶,牛肉,-0.007,50.92,0.015,50.55,2018/9/1,0.539349,蔬菜,通心菜,3.85,0.380709,5.93
,,,,,,,2021/5/23,肉蛋奶,白条鸡,-0.001,18.74,-0.118,18.73,2018/9/1,0.224185,蔬菜,芥兰,5.43,0.189003,6.64
,,,,,,,2021/5/23,肉蛋奶,鸡蛋,0.028,5.65,-0.1,5.81,2018/9/1,-0.001537,蔬菜,南瓜,2.26,0.012804,2.26
,,,,,,,2021/7/4,肉蛋,后腿肉,-0.11,22.87,-0.276,20.34,2018/9/1,0.070043,蔬菜,莲藕,4.93,-0.019548,5.28
,,,,,,,2021/7/4,肉蛋,五花肉,-0.105,25.38,-0.254,22.72,2018/9/1,0.168201,蔬菜,奶白菜,4.97,0.068862,5.81
,,,,,,,2021/7/4,肉蛋,肋排骨,-0.09,37.25,-0.182,33.9,2018/9/1,0.506037,蔬菜,苦瓜,3.93,0.104949,5.92
,,,,,,,2021/7/4,肉蛋,梅瘦肉,-0.06,29.84,-0.278,28.04,2018/10/1,0.016689,蔬菜,生姜,7.21,-0.08697,7.33
,,,,,,,2021/7/4,肉蛋,精瘦肉,-0.071,26.83,-0.202,24.91,2018/10/1,-0.037776,蔬菜,蒜头,5.94,-0.176117,5.71
,,,,,,,2021/7/4,肉蛋,牛肉,-0.012,50.55,0.009,49.95,2018/10/1,-0.102098,蔬菜,大白菜,3.23,0.158547,2.9
,,,,,,,2021/7/4,肉蛋,羊肉,-0.01,48.05,0.117,47.58,2018/10/1,-0.115364,蔬菜,卷心菜,3.17,-0.00666,2.8
,,,,,,,2021/7/4,肉蛋,白条鸡,-0.015,18.73,-0.087,18.46,2018/10/1,-0.143802,蔬菜,菠菜,8.55,0.033228,7.32
,,,,,,,2021/7/4,肉蛋,白条鸭,-0.001,14.17,-0.031,14.15,2018/10/1,-0.189123,蔬菜,上海青,5.42,0.05609,4.39
,,,,,,,2021/7/4,肉蛋,鸡蛋,0.017,5.81,0.002,5.91,2018/10/1,-0.051156,蔬菜,芹菜,8.4,0.089873,7.97
,,,,,,,2021/7/4,肉蛋,后腿肉,-0.072,20.34,-0.346,18.87,2018/10/1,0.01834,蔬菜,韭菜,5.43,0.246678,5.53
,,,,,,,2021/7/4,肉蛋,五花肉,-0.081,22.72,-0.358,20.89,2018/10/1,-0.090143,蔬菜,油麦菜,5.54,0.124737,5.04
,,,,,,,2021/7/4,肉蛋,肋排骨,-0.03,33.9,-0.224,32.87,2018/10/1,-0.186521,蔬菜,菜心,6.93,0.035533,5.63
,,,,,,,2021/7/4,肉蛋,梅瘦肉,-0.071,28.04,-0.349,26.05,2018/10/1,-0.043012,蔬菜,生菜,5.62,0.21823,5.38
,,,,,,,2021/7/4,肉蛋,精瘦肉,-0.061,24.91,-0.311,23.41,2018/10/1,0.028901,蔬菜,蒜苗,7.05,0.139047,7.25
,,,,,,,2021/7/4,肉蛋,牛肉,-0.006,49.95,0.002,49.66,2018/10/1,0.046083,蔬菜,冬瓜,2.19,0.052141,2.29
,,,,,,,2021/7/4,肉蛋,羊肉,-0.024,47.58,0.1,46.46,2018/10/1,-0.034337,蔬菜,黄瓜,5,0.303095,4.83
,,,,,,,2021/7/4,肉蛋,白条鸡,-0.026,18.46,-0.03,17.98,2018/10/1,0.193032,蔬菜,西红柿,5.8,0.500711,6.92
,,,,,,,2021/7/4,肉蛋,白条鸭,-0.009,14.15,0,14.02,2018/10/1,0.044549,蔬菜,茄子,4.3,0.227929,4.49
,,,,,,,2021/7/4,肉蛋,鸡蛋,0.005,5.91,0.159,5.93,2018/10/1,-0.085172,蔬菜,白萝卜,2.52,-0.054844,2.3
,,,,,,,,,,,,,,2018/10/1,0.011637,蔬菜,胡萝卜,3.55,0.190188,3.59
,,,,,,,,,,,,,,2018/10/1,0.137528,蔬菜,尖椒,5.27,0.468594,5.99
,,,,,,,,,,,,,,2018/10/1,0.233074,蔬菜,青圆椒,6.81,0.655266,8.39
,,,,,,,,,,,,,,2018/10/1,-0.040443,蔬菜,豆角,5.91,0.105082,5.67
,,,,,,,,,,,,,,2018/10/1,0.043316,蔬菜,白花菜,6.57,0.261546,6.85
,,,,,,,,,,,,,,2018/10/1,-0.04332,蔬菜,土豆,3.5,0.154565,3.35
,,,,,,,,,,,,,,2018/10/1,0.091702,蔬菜,西芹,5.53,0.34052,6.04
,,,,,,,,,,,,,,2018/10/1,-0.008644,蔬菜,丝瓜,6.82,0.198619,6.76
,,,,,,,,,,,,,,2018/10/1,-0.009422,蔬菜,莴笋,4.45,0.007183,4.41
,,,,,,,,,,,,,,2018/10/1,0.0838,蔬菜,西洋菜,6.34,0.089177,6.87
,,,,,,,,,,,,,,2018/10/1,-0.113058,蔬菜,芥菜,5.29,-0.022139,4.69
,,,,,,,,,,,,,,2018/10/1,-0.209258,蔬菜,通心菜,5.93,0.167537,4.69
,,,,,,,,,,,,,,2018/10/1,-0.054188,蔬菜,芥兰,6.64,0.070677,6.28
,,,,,,,,,,,,,,2018/10/1,0.000553,蔬菜,南瓜,2.26,-0.033115,2.26
,,,,,,,,,,,,,,2018/10/1,-0.082773,蔬菜,莲藕,5.28,-0.073784,4.84
,,,,,,,,,,,,,,2018/10/1,-0.068606,蔬菜,奶白菜,5.81,0.077876,5.41
,,,,,,,,,,,,,,2018/10/1,0.002617,蔬菜,苦瓜,5.92,0.303699,5.94
,,,,,,,,,,,,,,2019/3/1,-0.021182,蔬菜,大白菜,2.24,0.166519,2.2
,,,,,,,,,,,,,,2019/3/1,-0.021162,蔬菜,卷心菜,2.52,0.064186,2.46
,,,,,,,,,,,,,,2019/3/1,0.10902,蔬菜,菠菜,5.59,0.372362,6.2
,,,,,,,,,,,,,,2019/3/1,-0.018598,蔬菜,上海青,4.36,0.171819,4.28
,,,,,,,,,,,,,,2019/3/1,0.009684,蔬菜,芹菜,5.94,0.284949,6
,,,,,,,,,,,,,,2019/3/1,-0.105822,蔬菜,韭菜,5.33,0.205104,4.76
,,,,,,,,,,,,,,2019/3/1,0.021458,蔬菜,油麦菜,4.39,0.240354,4.48
,,,,,,,,,,,,,,2019/3/1,0.104253,蔬菜,菜心,5.78,0.043719,6.38
,,,,,,,,,,,,,,2019/3/1,-0.021489,蔬菜,生菜,4.55,0.248722,4.45
,,,,,,,,,,,,,,2019/3/1,0.07896,蔬菜,蒜苗,7.93,0.330986,8.56
,,,,,,,,,,,,,,2019/3/1,0.083673,蔬菜,冬瓜,2.53,-0.020567,2.74
,,,,,,,,,,,,,,2019/3/1,-0.090562,蔬菜,黄瓜,5.97,0.266528,5.43
,,,,,,,,,,,,,,2019/3/1,-0.038407,蔬菜,西红柿,5.21,0.268199,5.01
,,,,,,,,,,,,,,2019/3/1,0.088418,蔬菜,茄子,4.84,0.084058,5.26
,,,,,,,,,,,,,,2019/3/1,-0.010142,蔬菜,白萝卜,2.28,0.018723,2.26
,,,,,,,,,,,,,,2019/3/1,-0.088271,蔬菜,胡萝卜,3.61,-0.041513,3.29
,,,,,,,,,,,,,,2019/3/1,0.163211,蔬菜,尖椒,4.81,0.235279,5.6
,,,,,,,,,,,,,,2019/3/1,0.001195,蔬菜,青圆椒,6.41,0.274429,6.42
,,,,,,,,,,,,,,2019/3/1,-0.043895,蔬菜,豆角,8.86,0.105358,8.47
,,,,,,,,,,,,,,2019/3/1,0.008186,蔬菜,白花菜,4.94,-0.036924,4.98
,,,,,,,,,,,,,,2019/3/1,-0.005203,蔬菜,土豆,3.41,0.122024,3.39
,,,,,,,,,,,,,,2019/3/1,0.056046,蔬菜,西芹,4.8,0.346611,5.07
,,,,,,,,,,,,,,2019/3/1,0.064963,蔬菜,丝瓜,6.36,-0.152157,6.77
,,,,,,,,,,,,,,2019/3/1,0.168909,蔬菜,莴笋,3.75,0.257817,4.38
,,,,,,,,,,,,,,2019/3/1,0.079393,蔬菜,西洋菜,5.1,0.230186,5.51
,,,,,,,,,,,,,,2019/3/1,0.051124,蔬菜,芥菜,3.95,0.057258,4.15
,,,,,,,,,,,,,,2019/3/1,0.005451,蔬菜,通心菜,5.64,0.044247,5.67
,,,,,,,,,,,,,,2019/3/1,0.131716,蔬菜,芥兰,6.56,0.212025,7.43
,,,,,,,,,,,,,,2019/3/1,0.016318,蔬菜,南瓜,2.43,-0.272312,2.47
,,,,,,,,,,,,,,2019/3/1,-0.063249,蔬菜,莲藕,6.49,0.127157,6.08
,,,,,,,,,,,,,,2019/3/1,-0.001569,蔬菜,奶白菜,5.21,0.157509,5.2
,,,,,,,,,,,,,,2019/3/1,0.001272,蔬菜,苦瓜,6.68,0.059145,6.69
,,,,,,,,,,,,,,2019/4/1,-0.003954,蔬菜,生姜,7.21,0.017937,7.18
,,,,,,,,,,,,,,2019/4/1,-0.020257,蔬菜,蒜头,6.66,0.062571,6.53
,,,,,,,,,,,,,,2019/4/1,0.268109,蔬菜,大白菜,2.2,0.197977,2.78
,,,,,,,,,,,,,,2019/4/1,0.202192,蔬菜,卷心菜,2.46,0.317464,2.96
,,,,,,,,,,,,,,2019/4/1,-0.02791,蔬菜,菠菜,6.2,0.136672,6.03
,,,,,,,,,,,,,,2019/4/1,-0.013659,蔬菜,上海青,4.28,0.277056,4.22
,,,,,,,,,,,,,,2019/4/1,0.002335,蔬菜,芹菜,6,0.346706,6.01
,,,,,,,,,,,,,,2019/4/1,-0.042844,蔬菜,韭菜,4.76,0.192907,4.56
,,,,,,,,,,,,,,2019/4/1,-0.003235,蔬菜,油麦菜,4.48,0.386716,4.47
,,,,,,,,,,,,,,2019/4/1,-0.098457,蔬菜,菜心,6.38,0.156784,5.76
,,,,,,,,,,,,,,2019/4/1,0.013031,蔬菜,生菜,4.45,0.506264,4.51
,,,,,,,,,,,,,,2019/4/1,-0.053929,蔬菜,蒜苗,8.56,0.518807,8.1
,,,,,,,,,,,,,,2019/4/1,0.159286,蔬菜,冬瓜,2.74,0.177745,3.18
,,,,,,,,,,,,,,2019/4/1,-0.210972,蔬菜,黄瓜,5.43,0.106921,4.29
,,,,,,,,,,,,,,2019/4/1,-0.02185,蔬菜,西红柿,5.01,0.153683,4.9
,,,,,,,,,,,,,,2019/4/1,-0.095677,蔬菜,茄子,5.26,0.205879,4.76
,,,,,,,,,,,,,,2019/4/1,0.081822,蔬菜,白萝卜,2.26,0.136881,2.45
,,,,,,,,,,,,,,2019/4/1,-0.016545,蔬菜,胡萝卜,3.29,0.046181,3.24
,,,,,,,,,,,,,,2019/4/1,0.053426,蔬菜,尖椒,5.6,0.415316,5.9
,,,,,,,,,,,,,,2019/4/1,0.002881,蔬菜,青圆椒,6.42,0.142059,6.44
,,,,,,,,,,,,,,2019/4/1,-0.13401,蔬菜,豆角,8.47,0.322962,7.33
,,,,,,,,,,,,,,2019/4/1,0.09784,蔬菜,白花菜,4.98,0.010074,5.46
,,,,,,,,,,,,,,2019/4/1,-0.037572,蔬菜,土豆,3.39,0.135802,3.27
,,,,,,,,,,,,,,2019/4/1,0.191393,蔬菜,西芹,5.07,0.498076,6.04
,,,,,,,,,,,,,,2019/4/1,-0.051695,蔬菜,丝瓜,6.77,-0.093406,6.42
,,,,,,,,,,,,,,2019/4/1,-0.049658,蔬菜,莴笋,4.38,0.136674,4.16
,,,,,,,,,,,,,,2019/4/1,0.001997,蔬菜,西洋菜,5.51,0.224651,5.52
,,,,,,,,,,,,,,2019/4/1,0.00265,蔬菜,芥菜,4.15,0.060374,4.16
,,,,,,,,,,,,,,2019/4/1,-0.134785,蔬菜,通心菜,5.67,0.062229,4.91
,,,,,,,,,,,,,,2019/4/1,-0.079259,蔬菜,芥兰,7.43,0.255095,6.84
,,,,,,,,,,,,,,2019/4/1,0.08561,蔬菜,南瓜,2.47,-0.092846,2.68
,,,,,,,,,,,,,,2019/4/1,-0.02839,蔬菜,莲藕,6.08,0.330666,5.9
,,,,,,,,,,,,,,2019/4/1,0.028277,蔬菜,奶白菜,5.2,0.275776,5.35
,,,,,,,,,,,,,,2019/4/1,0.026987,蔬菜,苦瓜,6.69,0.176702,6.87
,,,,,,,,,,,,,,2019/6/1,0.029248,蔬菜,生姜,7.16,0.059438,7.37
,,,,,,,,,,,,,,2019/6/1,0.064635,蔬菜,蒜头,6.91,0.285027,7.35
,,,,,,,,,,,,,,2019/6/1,-0.066619,蔬菜,大白菜,2.64,-0.073026,2.46
,,,,,,,,,,,,,,2019/6/1,-0.056072,蔬菜,卷心菜,2.98,-0.002849,2.81
,,,,,,,,,,,,,,2019/6/1,0.170536,蔬菜,菠菜,5.7,0.046117,6.68
,,,,,,,,,,,,,,2019/6/1,-0.037751,蔬菜,上海青,3.92,0.022662,3.77
,,,,,,,,,,,,,,2019/6/1,-0.072907,蔬菜,芹菜,6.09,-0.068793,5.65
,,,,,,,,,,,,,,2019/6/1,0.040422,蔬菜,韭菜,4.6,0.225844,4.78
,,,,,,,,,,,,,,2019/6/1,-0.040553,蔬菜,油麦菜,4,-0.00072,3.83
